numero_termo,osc,projeto,tipo_termo,portaria,cnpj,inicio,final,meses,total_previsto,total_pago,conta,transicao,sei_celeb,sei_pc,endereco,sei_plano,sei_orcamento,contrapartida
TFM/084/2024/SMDHC/FMID,"INOVHA: Instituto Nacional de Valorização Humana, Ambiental e Assistencial",Cuidando e capacitando,Fomento,,8279660000000,2024-07-01,2026-06-30,24,376322.6,289364.6,,,6074200000000000,6074200000000000,,,,
TFM/064/2024/SMDHC/FUMCAD,Associação Cultural Recreativa Esportiva Bloco do Beco,Favela da Erundina uma Comunidade Leitora,Fomento,,6042420000000,2024-08-01,2026-07-31,24,466494.28,329815.45,,,6074200000000000,6074200000000000,,,,
TFM/063/2024/SMDHC/FUMCAD,GOYN - United Way Brasil,Competências para a Vida,Fomento,,4735850000000,2024-07-01,2025-06-30,12,482732.8,482732.8,,,6074200000000000,6074200000000000,,,,
TFM/051/2024/SMDHC/FUMCAD,IOS: Instituto da Oportunidade Social,Inclusão Produtiva de Jovens da Zona Norte no Mundo do Trabalho,Fomento,,2449280000000,2024-07-01,2025-06-30,12,477349.62,477349.62,,,6074200000000000,6074200000000000,,,,
TFM/083/2024/SMDHC/FUMCAD,"Cooperativa da CT: Acolhimento, Formação e Garantia de Direitos / Cooperativa de Trabalho de Artistas",Muvuca no Teatro: LedAzeda na Cidade Tiradentes !,Fomento,,22247100000000,2024-07-01,2026-06-30,24,725800.0,561800.0,,,6074200000000000,6074200000000000,,,,
TFM/085/2024/SMDHC/DEDH,FIO - Assessoria Técnica Popular,"Assessoria técnica, jurídica e social para continuidade de melhorias habitacionais
e mobilização comunitária para moradores de ocupação no centro de São Paulo",Fomento,,51999000000000,2024-06-13,2025-02-12,9,185000.0,185000.0,,,6074200000000000,6074200000000000,,,,
TFM/072/2024/SMDHC/DEDH,Núcleo de Preservação da Memória Política,Promoção da Memória Democrática  Visitas Mediadas ao Antigo Prédio do DOI-Codi de São Paulo,Fomento,,11008600000000,2024-06-07,2025-06-06,13,80000.0,80000.0,,,6074200000000000,6074200000000000,,,,
TFM/074/2024/SMDHC/CPIPTD,ASDP: Associação Servos da Divina Providência,Integração Local com Refugiados e Imigrantes,Fomento,,25248500000000,2024-06-10,2025-06-06,13,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/076/2024/SMDHC/CPPI,Associação Esfuco,Projeto Idosos em Ação,Fomento,,4191880000000,2024-06-10,2024-11-09,6,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/078/2024/SMDHC/CPM,Associação Cultural Comunitária Asa Dourada,Reciclart Novas Turmas,Fomento,,8680130000000,2024-06-19,2024-12-18,7,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/080/2024/SMDHC/CPJ,Instituto Cultural e Esportivo Hand Maria,Formação técnica para jovens e adultos,Fomento,,34731200000000,2024-06-07,2024-12-06,7,500000.0,500000.0,,,6074200000000000,6074200000000000,,,,
TFM/081/2024/SMDHC/CPJ,Associação Grito dos Excluídos Continental,Projeto de oficinas audiovisual para produção de podcast,Fomento,,5661200000000,2024-06-07,2025-01-06,8,60000.0,60000.0,,,6074200000000000,6074200000000000,,,,
TFM/082/2024/SMDHC/CPPI,Associação de Amparo ao Idoso,Corpo em Movimento,Fomento,,4589880000000,2024-06-17,2025-04-16,11,158172.8,158172.8,,,6074200000000000,6074200000000000,,,,
TFM/094/2024/SMDHC/FMID,Fundação Julita,"Terceiro Sinal: Promovendo o protagonismo 
da pessoa idosa em produções 
artísticas e culturais.",Fomento,,62805800000000,2024-07-01,2026-06-30,24,300000.0,228832.68,,,6074200000000000,6074200000000000,,,,
TFM/093/2024/SMDHC/FUMCAD,CIP: Congregação Israelita Paulista,Comunidade Infantil: Primeira Infância,Fomento,,60766100000000,2024-07-01,2025-06-30,12,580057.36,580057.36,,,6074200000000000,6074200000000000,,,,
TFM/066/2024/SMDHC/FUMCAD,UNIBES: União Brasileiro-Israelita do Bem-Estar Social,Futuro em Foco,Fomento,,60978700000000,2024-07-01,2026-06-30,24,942202.96,703956.62,,,6074200000000000,6074200000000000,,,,
TFM/095/2024/SMDHC/FUMCAD,Fundação Oftalmológica Dr. Rubem Cunha,"Miopia e Outras Doenças Oculares em Crianças 
e Adolescentes",Fomento,,7078190000000,2024-08-01,2026-07-31,24,777900.0,521514.15,,,6074200000000000,6074200000000000,,,,
TFM/071/2024/SMDHC/CPM,Instituto Rainha da Paz Sitio Conceição, Transformando Realidade,Fomento,,21360700000000,2024-07-01,2024-07-31,1,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/087/2024/SMDHC/DEDH,Instituto Baccarelli - Sociedade de Concertos São Paulo,"Voluntariado Baccarelli, no exercício dos Direitos e Cidadania",Fomento,,55446100000000,2024-07-05,2025-01-04,7,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/088/2024/SMDHC/CPJ,CT VIDAS: Centro de Treinamento das Vidas,Ser + (Ser Mais),Fomento,,7318740000000,2024-07-01,2025-05-31,11,70000.0,70000.0,,,6074200000000000,6074200000000000,,,,
TFM/089/2024/SMDHC/CPJ,Instituto Dom Diego,Empreendedorismo Criativo,Fomento,,41173400000000,2024-07-01,2025-01-31,7,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/090/2024/SMDHC/CPM,Liga das Senhoras Católicas de São Paulo / Liga Solidária,Força Feminina na Voz e no Batuque,Fomento,,60597000000000,2024-07-01,2025-06-30,12,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/091/2024/SMDHC/CPM,Instituto Céu Estrela Guia,Curso Culinária Empreendedora para Mulheres da terceira de Baixa Renda,Fomento,,23491500000000,2024-07-03,2024-12-02,6,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/098/2024/SMDHC/CPPI,"Associação dos Trabalhadores Aposentados Pensionistas Anistiados e Anistiandos Químicos Farmaceuticos e Plásticos de São Paulo, Embu e etc",Projeto Ação Melhor Idade,Fomento,,309964000000,2024-07-11,2024-12-10,6,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TCL/192/2021/SMADS/CPM,NCCV: Núcleo Cristão Cidadania e Vida,Centro de Defesa e Convivência da Mulher  CDCM Casa Mariás,Colaboração,,4373050000000,2024-07-10,2026-07-12,25,1169411.55,865580.81,,,6074200000000000,6074200000000000,,,,
TFM/110/2024/SMDHC/FUMCAD,AMHD: Associação Maria Helen Drexel,Laços de Família,Fomento,,44006200000000,2024-08-01,2026-07-31,24,157862.68,111739.89,,,6074200000000000,6074200000000000,,,,
TFM/092/2024/SMDHC/FUMCAD,Associação Barão de Souza Queiroz de Proteção à Infância e à Juventude / Instituto Dona Ana Rosa,CRIAR - Centro de Referência e Inovação Ana Rosa Ano 2,Fomento,,60598500000000,2024-12-01,2025-11-30,12,477468.04,477467.95,,,6074200000000000,6074200000000000,,,,
TFM/060/2024/SMDHC/FUMCAD,Associação dos Cavaleiros da Soberana Ordem Militar de Malta de São Paulo e Brasil Meridional,Promovendo a proteção à saúde física e mental de crianças e adolescentes contra os efeitos deletérios da COVID-19,Fomento,,62808900000000,2024-08-01,2025-07-31,12,235456.53,235456.53,,,6074200000000000,6074200000000000,,,,
TFM/039/2024/SMDHC/FUMCAD,Instituto Social Arca da Aliança,Corujinhas,Fomento,,10449800000000,2024-08-01,2026-07-31,24,945968.5,228514.46,,,6074200000000000,6074200000000000,,,,
TFM/105/2024/SMDHC/FMID,Associação de Amparo ao Idoso,Agente de Cidadania 60+,Fomento,,4589880000000,2024-08-01,2026-03-31,20,611656.26,344276.02,,,6074200000000000,6074200000000000,,,,
TFM/113/2024/SMDHC/FMID,IOK: Instituto Olga Kos de Inclusão Social,LONGEVIDADE - Esporte Inclusão (Karatê e Taekwondo),Fomento,,8745680000000,2024-08-01,2025-07-31,12,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/114/2024/SMDHC/FMID,IOK: Instituto Olga Kos de Inclusão Social,PÁGINAS DA VIDA - Arte Literária,Fomento,,8745680000000,2024-08-01,2025-07-31,12,261708.4,261708.4,,,6074200000000000,6074200000000000,,,,
TFM/048/2024/SMDHC/CPPI,Instituto Sorrir para Vida,Onco Rir,Fomento,,9665390000000,2024-06-01,2024-12-31,7,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/086/2024/SMDHC/CPIR,Sociedade Santos Mártires,Formação Antirracista para educadores Populares/Sociais,Fomento,,60731600000000,2024-07-01,2025-02-28,8,350000.0,350000.0,,,6074200000000000,6074200000000000,,,,
TFM/103/2024/SMDHC/CPCA,AEB: Associação Evangélica Beneficente,Escola de Música - Criar e Tocar,Fomento,,61705900000000,2024-07-12,2025-07-11,13,220000.0,220000.0,,,6074200000000000,6074200000000000,,,,
TFM/075/2024/SMDHC/CPPSR,Movimento dos Pimpadores,Oficinas Pimp Estoque,Fomento,,25340600000000,2024-06-10,2024-12-09,7,82000.0,82000.0,,,6074200000000000,6074200000000000,,,,
TFM/096/2024/SMDHC/CPPI,Associação Comunitária Santa Luzia,Projeto Viva Idoso,Fomento,,126699000000,2024-07-16,2024-11-15,5,80000.0,80000.0,,,6074200000000000,6074200000000000,,,,
TFM/101/2024/SMDHC/CPM,Instituto Braulino de Souza Nascimento,"Apoio ao projeto Vozes Renascidas: Arte e Resiliência
Feminina",Fomento,,43136900000000,2024-07-12,2024-09-11,3,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/097/2024/SMDHC/CPPI,"ONG S.E.H. Social - Saúde, Educação e Habitação","Projeto: Melhores amigos (Oficinas de fortalecimentos de vínculos sociais e comunitários, lazer, esporte e cultura)",Fomento,,25242100000000,2024-07-08,2025-01-07,7,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/116/2024/SMDHC/CPJ,Associação Beneficente Comunitária Eloim Tzevaot,Jovem Cidadão: Rumo à Equidade Social,Fomento,,37789600000000,2024-07-24,2024-11-23,5,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/109/2024/SMDHC/CPM,Associação de Moradores Parck,Mãos que Transformam,Fomento,,20037200000000,2024-07-22,2024-10-21,4,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/108/2024/SMDHC/CPM,Associação Cultural Recreativa Esportiva Bloco do Beco,Além dos Muros: Práticas de educação pela arte e abordagem de gênero e raça como garantia de direito à saúde mental,Fomento,,6042420000000,2024-08-01,2025-07-31,12,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/115/2024/SMDHC/DEDH,Associação Vida em Ação,Projeto Cantantes,Fomento,,7001970000000,2024-07-18,2025-01-17,7,113120.0,113120.0,,,6074200000000000,6074200000000000,,,,
TFM/100/2024/SMDHC/CPM,Instituto Pra Cima Zona Leste,Mulheres Maras,Fomento,,39277500000000,2024-07-01,2024-07-31,1,60000.0,60000.0,,,6074200000000000,6074200000000000,,,,
TFM/117/2024/SMDHC/CPPI,Instituto Pinheiro,Oficinas para a Terceira Idade  Instituto Pinheiro,Fomento,,10562900000000,2024-08-05,2025-08-04,13,28319.51,28319.51,,,6074200000000000,6074200000000000,,,,
TFM/102/2024/SMDHC/CPLGBTI,Casarão Brasil - Associação LGBTI,Evento 47ª feira de artes da Vila Madalena,Fomento,,10013500000000,2024-07-15,2024-10-14,4,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/099/2024/SMDHC/CPM,Instituto ABIHPEC,Projeto De Bem Com Você,Fomento,,19498200000000,2024-07-10,2024-11-09,5,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/107/2024/SMDHC/CPJ,Instituto Sou Mais Jovem,Prêmio Jovem - 23ª Edição,Fomento,,22862400000000,2024-07-25,2024-12-24,6,400000.0,400000.0,,,6074200000000000,6074200000000000,,,,
ACP/001/2024/SMDHC/CPJ,GOYN - United Way Brasil,Juventudes Potentes,Acordo de Cooperação,,4735850000000,2024-06-13,2026-06-12,25,0.0,0.0,,,6074200000000000,,,,,
TFM/030/2024/SMDHC/FUMCAD,ABEC: Associação Brasileira de Educação e Cultura,Roda Gigante,Fomento,,60982400000000,2024-08-01,2025-05-31,10,35200.0,30700.0,,,6074200000000000,6074200000000000,,,,
TCL/029/2022/SMADS/CPM,Fundação Francisca Franco,CDCM - Francisca Franco ,Colaboração,,62661300000000,2024-08-01,2027-01-31,30,1631321.4,924415.46,,,6074200000000000,6074200000000000,,,,
TCL/025/2022/SMADS/CPM,Centro de Integração Assistencial e Profissional São Patrício,Centro de Defesa e Convivência da Mulher - CDCM Casa Zizi,Colaboração,,2928440000000,2024-07-31,2027-01-31,31,1270712.1,720070.19,,,6074200000000000,6074200000000000,,,,
TFM/123/2024/SMDHC/CPPI,CIP: Congregação Israelita Paulista,Projeto Núcleo de Convivência da Maturidade,Fomento,,60766100000000,2024-08-15,2025-02-14,7,250000.0,250000.0,,,6074200000000000,6074200000000000,,,,
TFM/132/2024/SMDHC/CPCA,Associação de Educação e Novas Tecnologias Phorte,Capacitar servidores e colaboradores que atuam no atendimento às crianças por meio de cursos na modalidade a distância nas temáticas voltados para a formação integral em Direitos Humanos.,Fomento,,42098600000000,2024-08-16,2025-04-15,9,1980000.0,1980000.0,,,6074200000000000,6074200000000000,,,,
TFM/104/2024/SMDHC/CPCA,Instituto Sorrir para Vida,Sorriso Feliz - Fase I,Fomento,,9665390000000,2024-09-02,2026-09-01,25,240000.0,120000.0,,,6074200000000000,6074200000000000,,,,
TFM/112/2024/SMDHC/FMID,SOBEST: Sociedade Beneficiente e Educacional São Tiago,Informática para idosos em Situação de Vulnerabilidade,Fomento,,60560000000000,2024-09-01,2025-11-30,15,297344.63,243554.42,,,6074200000000000,6074200000000000,,,,
TFM/118/2024/SMDHC/CPM,Instituto Um Novo Olhar,Projeto Basta de Violência,Fomento,,44335600000000,2024-08-12,2025-02-11,7,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/120/2024/SMDHC/CPM,Instituto Um Novo Olhar,Inclusão social para 20 mulheres expostas à violência doméstica,Fomento,,44335600000000,2024-08-20,2025-02-19,7,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/131/2024/SMDHC/FUMCAD,IOK: Instituto Olga Kos de Inclusão Social,AKAI - Karatê e Taekwondo para inclusão,Fomento,,8745680000000,2024-09-01,2025-08-31,12,531865.48,531865.48,,,6074200000000000,6074200000000000,,,,
TFM/138/2024/SMDHC/FUMCAD,IOS: Instituto da Oportunidade Social,"Jovens do Amanhã - ""Formados e preparados em TI para as profissoes do futuro"" Edição Zona Norte",Fomento,,2449280000000,2024-09-01,2025-08-31,12,584626.0,584626.0,,,6074200000000000,6074200000000000,,,,
TFM/141/2024/SMDHC/FUMCAD,Instituto Reciclar / Instituto de Reciclagem do Adolescente,Tecnologias para o Futuro ,Fomento,,750121000000,2024-09-01,2026-08-31,24,1684740.13,825609.6,,,6074200000000000,6074200000000000,,,,
TFM/111/2024/SMDHC/FUMCAD,Instituto Alicerce,Educando para a Vida,Fomento,,34521500000000,2024-09-01,2026-06-30,22,1414244.82,832244.38,,,6074200000000000,6074200000000000,,,,
TFM/137/2024/SMDHC/CPM,Instituto Conhecer Brasil,COLORINDO SONHOS: Da Superação ao Sucesso no Empreendedorismo de Maquiagem,Fomento,,1718630000000,2024-09-02,2025-07-01,11,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/142/2024/SMDHC/FUMCAD,"Doutores da Alegria - Arte na Promoção da Saúde, na Formação e no Desenvolvimento Social",Doutores da Alegria  Do direito à arte ao direito de brincar,Fomento,,491904000000,2024-09-01,2025-08-31,12,507804.85,507804.85,,,6074200000000000,6074200000000000,,,,
TFM/079/2024/SMDHC/FMID,OSIP: Organização Social Identidade Periférica,OSIP: Organização Social Identidade Periférica,Fomento,,28735800000000,2024-08-01,2025-07-31,12,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/133/2024/SMDHC/DPS,Instituto Ikone Liga Social Global,SPCidade de Brincar  Piloto Urbanismo Social,Fomento,,37437600000000,2024-08-22,2025-03-21,8,1000000.0,1000000.0,,,6074200000000000,6074200000000000,,,,
TFM/129/2024/SMDHC/COSAN,Associação Tonkiri Voa,Nutrindo Corpos e Almas,Fomento,,43943800000000,2024-08-22,2025-08-21,13,250000.0,250000.0,,,6074200000000000,6074200000000000,,,,
TFM/106/2024/SMDHC/CPPSR,Associação Rede Rua,Evento - II Encontro Latino Americano de Mulheres em Situação de rua,Fomento,,3221540000000,2024-08-05,2025-08-04,13,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/134/2024/SMDHC/CPIPTD,DIEESE: Departamento Intersindical de Estatística e Estudos Socioeconômicos,"Mapeamento dos trabalhadores ambulantes do município de São
Paulo",Fomento,,60965000000000,2024-09-01,2025-08-31,12,180000.0,180000.0,,,6074200000000000,6074200000000000,,,,
TFM/119/2024/SMDHC/CPIR,Instituto de Educação e Tecnologia Vale do Ribeira,"Apoio ao projeto ""Capoeira nas Escolas: Dos Quilombos às Salas de Aula""",Fomento,,7939920000000,2024-08-12,2025-05-11,10,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/127/2024/SMDHC/COSAN,CREN: Centro de Recuperação e Educação Nutricional / Salus Associação para a Saúde - Núcleo Salus Paulista,Ciência Cidadã: Implementação da Política e Sistema Municipal de Vigilância em Segurança Alimentar e Nutricional,Fomento,,71733000000000,2024-08-26,2025-02-25,7,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/126/2024/SMDHC/DEDH,SEFRAS - Ação Social Franciscana,"Educação em direitos humanos, com foco em gênero e mulher, para o grupo Respeita às Minas!",Fomento,,11861100000000,2024-10-01,2025-07-31,10,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/121/2024/SMDHC/CPPSR,Instituto Avisa Lá - Formação Continuada de Educadores,"Estabelecer e materializar uma parceria para a construção de promover o Projeto Remida, com participação de entidades privadas e públicas, brasileiras e argentinas, voltada à efetivação da cidadania e participação social.",Fomento,,57182500000000,2024-08-26,2025-02-25,7,76798.85,76798.85,,,6074200000000000,6074200000000000,,,,
TFM/143/2024/SMDHC/CPPSR,Clube de Mães do Brasil,Ações Pro Banho,Fomento,,73490900000000,2024-09-02,2025-09-01,13,290919.96,290919.96,,,6074200000000000,6074200000000000,,,,
TFM/125/2024/SMDHC/CPD,Associação Rede Rua,"Orientação, acompanhamento socioassistencial e trabalho de redução de danos com pessoas em situação de rua da região central do município de São Paulo",Fomento,,3221540000000,2024-08-19,2025-02-18,7,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/139/2024/SMDHC/CPIPTD,Associação Cultural Comunidade Criativa ,"OCUP.Arte Campos Elísios  Festival de Empreendedorismo e Economia Criativa, na região dos Campos Elíseos. Temos como objetivo atuar como uma plataforma para a promoção de direitos humanos através da inclusão social, econômica e política de pessoas imigrantes e refugiadas que vivem na cidade de São Paulo",Fomento,,8487920000000,2024-08-28,2024-11-27,4,160000.0,160000.0,,,6074200000000000,6074200000000000,,,,
TFM/140/2024/SMDHC/CPM,Instituto Hera Artemisul / Casa da Mulher Paulistana,Projeto Acolher,Fomento,,33945200000000,2024-09-01,2025-02-28,6,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/135/2024/SMDHC/CPPI,Associação de Interesse Público Oravrohom, Memórias da Melhor Idade,Fomento,,6143770000000,2024-08-26,2025-03-25,8,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/124/2024/SMDHC/COPIND,Instituto Educacional Toque para o Futuro ,"""Mbya Reko Arandu"" Transmissão da Tradição Guarani",Fomento,,18194100000000,2024-08-30,2024-10-31,3,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/130/2024/SMDHC/CPIPTD,"BIBLIASPA - Biblioteca / Centro de Pesquisa América do Sul, Países Árabes e África",Oficina para Imigrantes,Fomento,,8801010000000,2024-08-15,2025-02-14,7,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/136/2024/SMDHC/CPM,CASAL: Centro de Apoio à Saúde da Leste,Projeto de atendimento humanizado para mulheres,Fomento,,7707030000000,2024-08-28,2025-02-27,7,160000.0,160000.0,,,6074200000000000,6074200000000000,,,,
TFM/122/2024/SMDHC/CPJ,Instituto Sou Mais Jovem,Digital Awards BR - 9ª Edição,Fomento,,22862400000000,2024-08-24,2024-12-23,5,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/144/2024/SMDHC/CPCA,Associação Viver Bem no Centro ,"Apoio ao projeto de formação cidadã com ensino de língua
portuguesa, língua inglesa, combinado princípios de
sustentabilidade ambiental.",Fomento,,9632950000000,2024-09-04,2025-05-03,9,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/146/2024/SMDHC/CPCA,AAPQ: Associação de Apoio ao Projeto Quixote,Fomento aos projetos de inclusão social e apoio psicossocial,Fomento,,4250690000000,2024-09-09,2025-03-08,7,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/148/2024/SMDHC/CPJ,Associação Beneficente Pérola,Oficina e Capacitação Básica em Informática,Fomento,,30129900000000,2024-09-04,2024-11-03,3,29300.0,29300.0,,,6074200000000000,6074200000000000,,,,
TFM/149/2024/SMDHC/CPPI,"Instituto de Assistência Social Saúde, Educação, Cultura, Turismo e Lazer / Gera Intergerações",Letramento Digital Para Pessoas Idosas,Fomento,,34276300000000,2024-09-05,2025-05-04,9,180000.0,180000.0,,,6074200000000000,6074200000000000,,,,
TFM/145/2024/SMDHC/CPIR,Grupo de Estudos da Dança Afro e Manifestações Culturais Babalotim,Negra Raiz Mostra Cultural Participativa de pertencimento,Fomento,,11078000000000,2024-09-06,2025-03-05,7,80000.0,80000.0,,,6074200000000000,6074200000000000,,,,
TFM/154/2024/SMDHC/DEDH,Mirar Lejos,"Divulgação, exibição e discussão do documentário sobre Frei Betto e as redes de educação popular",Fomento,,24104000000000,2024-09-13,2025-05-12,9,65000.0,65000.0,,,6074200000000000,6074200000000000,,,,
TFM/152/2024/SMDHC/DEDH,Instituto Amparo Social Jose Rodrigues Lima,A Comunicação Não Violenta para proteção dos direitos humanos e promoção de uma cultura de paz,Fomento,,15740900000000,2024-09-11,2024-12-10,4,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/153/2024/SMDHC/DEDH,Obra Social Dom Bosco,"Voluntariado Dom Bosco, no exercício dos Direitos e Cidadania",Fomento,,61882400000000,2024-09-13,2025-02-12,6,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/151/2024/SMDHC/CPPSR,Movimento dos Pimpadores,Catadores em Ação: formação de catadoras e catadores de materiais recicláveis para enfrentamento da emergência climática,Fomento,,25340600000000,2024-10-07,2025-04-06,7,80000.0,80000.0,,,6074200000000000,6074200000000000,,,,
TCL/459/2023/SMADS/CPM,Casa de Isabel - Centro de Apoio a Mulher a Criança e o Adolescente Vítimas de Violência Doméstica e Situação de Risco,Centro de Defesa e de Convivência da Mulher - CDCM Naná Serafim,Colaboração,,4488580000000,2024-09-15,2028-09-14,49,2393616.48,598404.12,,,6074200000000000,6074200000000000,,,,
TFM/156/2024/SMDHC/COSAN,ABRAFESTA - Associação Brasileira de Eventos,Marco Zero da Gastronomia,Fomento,,11050000000000,2024-09-17,2025-06-16,10,1700000.0,1700000.0,,,6074200000000000,6074200000000000,,,,
TFM/158/2024/SMDHC/COSAN,Instituto Social MUVT,Reutilizar para Alimentar,Fomento,,31669100000000,2024-09-23,2024-11-22,3,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/157/2024/SMDHC/CPM,Associação Futuro e Cidadania,Fios da Memória Tecendo o Futuro,Fomento,,9543920000000,2024-09-23,2025-02-22,6,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/160/2024/SMDHC/DPS,Instituto BECEI,Fomento à Participção Social/Encontro com o Conselho,Fomento,,19631300000000,2024-09-20,2024-12-19,4,20000.0,20000.0,,,6074200000000000,6074200000000000,,,,
TFM/155/2024/SMDHC/CPIR,Instituição Beneficente Israelita Ten Yad,Montagem de Biblioteca Temática: Luta Contra o Racismo e Intolerância,Fomento,,69127800000000,2024-11-01,2025-08-30,10,425000.0,425000.0,,,6074200000000000,6074200000000000,,,,
TFM/159/2024/SMDHC/CPPSR,Centro de Educação Popular da Comunidade Nossa Senhora Aparecida,Espaço Viver - território e Vida,Fomento,,65508900000000,2024-09-26,2025-01-25,5,75000.0,75000.0,,,6074200000000000,6074200000000000,,,,
TFM/161/2024/SMDHC/CPPSR,Associação Movimento Independente de Luta por Habitação de Vila Maria,Plano Popular de Urbanização e Regularização Funidária para a Ocupação Douglas Rodrigues,Fomento,,25976900000000,2024-09-25,2025-03-24,7,80000.0,80000.0,,,6074200000000000,6074200000000000,,,,
TFM/162/2024/SMDHC/CPIPTD,SEFRAS - Ação Social Franciscana,Mobilização para os direitos e a participação cidadã de imigrantes e refugiados,Fomento,,11861100000000,2024-10-26,2025-10-25,13,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/163/2024/SMDHC/CPM,Instituto Marte,Instituto Marte em Ação,Fomento,,11204700000000,2024-09-27,2025-01-26,5,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TCL/075/2023/SMADS/CPM,Sociedade Santos Mártires,Centro de Defesa e de Convivência da Mulher - CDCM Casa Sofia,Colaboração,,60731600000000,2024-09-27,2028-03-31,43,1549889.46,442825.56,,,6074200000000000,6074200000000000,,,,
TFM/164/2024/SMDHC/CPJ,Instituto Via de Acesso - Ruy Leal / Instituto Nacional de Capacitação e Educação para o Trabalho,Caminhos para Empregabilidade Sustentável,Fomento,,5699370000000,2024-10-07,2025-04-06,7,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/167/2024/SMDHC/CPPI,Instituto Mensagem de Paz,Letramento Digital para Melhor Idade,Fomento,,5761750000000,2024-10-07,2025-01-06,4,39000.0,39000.0,,,6074200000000000,6074200000000000,,,,
TFM/168/2024/SMDHC/CPM,IBEAC: Instituto Brasileiro de Estudos e Apoio Comunitário Queiróz Filho,Mães Mobilizadoras de Cuidados e Direitos,Fomento,,47460200000000,2024-10-01,2025-03-30,6,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/147/2024/SMDHC/CPCA,Centro Social Nossa Senhora do Bom Parto,"rojeto Letramento digital, Inclusão e Cidadania - Crianças e adolescentes sujeitos de direitos",Fomento,,62264500000000,2024-10-10,2025-10-09,13,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/166/2024/SMDHC/CPPI,Instituto Cultural e Esportivo Hand Maria,Projeto Fisioterapia Aquática Integrada a Pessoa Idosa,Fomento,,34731200000000,2024-10-02,2025-01-01,4,92251.42,92251.42,,,6074200000000000,6074200000000000,,,,
TFM/165/2024/SMDHC/COSAN,Instituto Rosa dos Ventos,Cozinha Escola de Formação IRV,Fomento,,3940440000000,2024-10-03,2024-12-02,3,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/169/2024/SMDHC/CPPSR,MEPSRSP: Movimento Estadual da População em Situação de Rua de São Paulo,Caminhos do Saber,Fomento,,12644000000000,2024-10-02,2025-04-01,7,500000.0,500000.0,,,6074200000000000,6074200000000000,,,,
TFM/170/2024/SMDHC/CPPI,Associação Eternamente Sou,E.Sou - Saúde Mental e Socialização - 2024,Fomento,,31154100000000,2024-10-10,2025-08-09,11,60000.0,60000.0,,,6074200000000000,6074200000000000,,,,
TFM/172/2024/SMDHC/CPM,Casa de Marias - Instituto Maria José Fonseca de Barros,Projeto Acolhimento Terapêutico para Mulheres com Atuação na Defesa dos Direitos Humanos,Fomento,,44459200000000,2024-10-08,2025-04-07,7,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
